斗鱼,#genre#
电影,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
电影,http://116.128.243.121:9901/tsfile/live/1003_1.m3u8
电影,http://123.112.246.1:5555/rtp/239.3.1.250:8001
电影,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
电影,http://ali.hlspull.yximgs.com/live/huanqiuhklivejowdxnjltdjhecvxcjjejjejyhjdyduojuomdfjhjjjdjsjy.flv
电影,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbjbvbjjjbvyvblcfybjxdbcjcfdvsfcbjbnjtcjnemjx.flv
电影,http://ali.hlspull.yximgs.com/live/huanqiuhklivemjloehjbjjjpvboydetjewsjhthjyujfjwetyjjjhflxsj.flv
电影,http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/cctv68m/8000000/mnf.m3u8
电影,http://epg.112114.xyz/douyu/6140589
济公游记,http://43.138.170.29:35455/yy/1355265814
一起合租的快乐生活~,http://43.138.170.29:35455/yy/38525272
我爱我家,http://43.138.170.29:35455/yy/1382735557
炊事班的故事III,http://43.138.170.29:35455/yy/1382736716
今晚80后脱口秀,http://43.138.170.29:35455/yy/1382745098
家花与野花,http://43.138.170.29:35455/yy/1354420982
妹子高分搞笑电影,http://43.138.170.29:35455/yy/33478222
现代军旅,http://43.138.170.29:35455/yy/1382830638
【案发现场】1-4部全集,http://43.138.170.29:35455/yy/33567888
鬼片恐怖片 美女陪你看,http://43.138.170.29:35455/yy/1335509613
经典电影,http://api2.52tb.xyz/info?id=1020&token=20230404dmgnht
经典电影,http://epg.112114.xyz/douyu/74374
经典电影,http://220.173.26.219:5678/udp/239.81.0.84:4056
经典电影,http://123.10.79.201:808/hls/79/index.m3u8
经典电影,https://epg.pw/stream/fe1a6c4b82aa9dedc01ac5465fe03ee2b457129a5d14ade98bfd90516683e2bb.ctv
经典电影,https://epg.pw/stream/1374b45e065f6c41c32cf820f44625f4be03c3104d24ad841536eda06880cd58.ctv
港剧悬疑破案,http://43.138.170.29:35455/yy/10425097
【动漫】斗罗斗破超清全屏,http://43.138.170.29:35455/yy/1382689904
笑傲江湖,http://epg.112114.xyz/huya/11352937
吴京 特种战士,http://43.138.170.29:35455/yy/76101626
【林正英】僵尸 鬼片,http://43.138.170.29:35455/yy/30668277
经典港剧《法证先锋》,http://43.138.170.29:35455/yy/1461993663
烧脑破案24h陪你看,http://43.138.170.29:35455/yy/1355171357
经典鬼片3000部,http://43.138.170.29:35455/yy/29460894
【电影】顶级动作电影,http://43.138.170.29:35455/yy/24923327
【战狼3吴京首播】,http://43.138.170.29:35455/yy/1354752072
【电影】超然巨作,http://43.138.170.29:35455/yy/26623173
【电影】超然巨作,http://43.138.170.29:35455/yy/29170933
少年包青天三,http://43.138.170.29:35455/yy/61318527
吕小羊鬼片 正在直播,http://43.138.170.29:35455/yy/1354792118
利刃出击乐乐陪看,http://43.138.170.29:35455/yy/1352946111
林正英 经典鬼片,http://43.138.170.29:35455/yy/1353312849
林正英 经典鬼片,http://43.138.170.29:35455/yy/1353312849
岳云鹏-屌丝也能追到美女,http://43.138.170.29:35455/yy/1382736882
岳云鹏-屌丝也能追到美女,http://43.138.170.29:35455/yy/1382736882
宫心计,http://43.138.170.29:35455/yy/1382828769
宫心计,http://43.138.170.29:35455/yy/1354932429
开饭了大熊猫,http://43.138.170.29:35455/yy/1382741641
《刑事侦缉档案》4部连播,http://43.138.170.29:35455/yy/95017956
天龙神雕经典回忆,http://43.138.170.29:35455/yy/68260522
破案港剧,http://43.138.170.29:35455/yy/1350670730
《石敢当》六耳猕猴,http://43.138.170.29:35455/yy/1394156613
[影视] 济公游记,http://43.138.170.29:35455/yy/25221556
[影视] 济公游记,http://43.138.170.29:35455/yy/25221556
欧阳震华带你起飞,http://43.138.170.29:35455/yy/1456829119
案发现场全集,http://43.138.170.29:35455/yy/1354775242
战狼6吴京首播,http://43.138.170.29:35455/yy/1354330332
西游记后传,http://43.138.170.29:35455/yy/1382736846
法证先锋,http://43.138.170.29:35455/yy/1354930939
法证先锋,http://43.138.170.29:35455/yy/1354930965
24H欧美惊悚科幻,http://43.138.170.29:35455/yy/1382656234
燃爆动作片,http://43.138.170.29:35455/yy/1382736801
欢乐集结号,http://43.138.170.29:35455/yy/1354931582
欢乐集结号,http://43.138.170.29:35455/yy/1382735550
欢乐集结号,http://43.138.170.29:35455/yy/1382749911
伪装者,http://43.138.170.29:35455/yy/1354936244
小欢喜,http://43.138.170.29:35455/yy/1382737888
国内喜剧,http://43.138.170.29:35455/yy/1382736862
国内喜剧,http://43.138.170.29:35455/yy/1382735563
法证先锋Ⅱ,http://43.138.170.29:35455/yy/1354888736
【港台】鬼片 惊悚 喜剧,http://43.138.170.29:35455/yy/1351030377
【荒野求生】德爷贝爷各种,http://43.138.170.29:35455/yy/21831828
恐怖片 女鬼,http://43.138.170.29:35455/yy/1455891197
炊事班的故事,http://43.138.170.29:35455/yy/1382749901
炊事班的故事,http://43.138.170.29:35455/yy/1382646846
易中天品三国,http://43.138.170.29:35455/yy/1354931498
妖魔鬼怪 超好看,http://43.138.170.29:35455/yy/1459714870
亲爱的热爱的,http://43.138.170.29:35455/yy/1354932433
我的体育老师,http://43.138.170.29:35455/yy/1382745169
最美的青春,http://43.138.170.29:35455/yy/1382745116
贾玲春晚小品,http://43.138.170.29:35455/yy/1382736720
《鉴证实录》两部连播,http://43.138.170.29:35455/yy/1460336255
平凡岁月,http://43.138.170.29:35455/yy/1382745117
天龙八部蓝光,http://43.138.170.29:35455/yy/1355652820
宋小宝春晚小品合集,http://43.138.170.29:35455/yy/1382736866
插翅难逃,http://43.138.170.29:35455/yy/1355279371
大话西游至尊宝,http://43.138.170.29:35455/yy/1382736910
薛元帅传奇,http://43.138.170.29:35455/yy/31313785
野山鹰-影视剧,http://43.138.170.29:35455/yy/1354932395
百家讲坛――之明太祖朱元璋,http://43.138.170.29:35455/yy/1354936149
大明王朝,http://43.138.170.29:35455/yy/1382736879
赵本山小品,http://43.138.170.29:35455/yy/28882933
华子系列,http://43.138.170.29:35455/yy/1354888726
中国味道 第4季-美食纪录片,http://43.138.170.29:35455/yy/1382736845
【玄幻电影】,http://43.138.170.29:35455/yy/1355065896
夏洛特烦恼-国内电影-喜剧,http://43.138.170.29:35455/yy/1354936201
金婚,http://43.138.170.29:35455/yy/1382736832
金婚,http://43.138.170.29:35455/yy/1382828768
惊恐鬼怪盗暮,http://43.138.170.29:35455/yy/1382749525
【港片】赌片 动作,http://43.138.170.29:35455/yy/24921161
赌神-发哥,http://43.138.170.29:35455/yy/1354889044
无敌燕双鹰,http://43.138.170.29:35455/yy/1354825244
鬼片.惊悚.港片,http://43.138.170.29:35455/yy/1355497884
敢死队-精彩动作电影,http://43.138.170.29:35455/yy/1382735573
鸡毛飞上天,http://43.138.170.29:35455/yy/1354806550
国外科幻,http://43.138.170.29:35455/yy/1382736800
热门喜剧,http://43.138.170.29:35455/yy/1354931495
毒液：致命守护者,http://43.138.170.29:35455/yy/1382745095
枕上书正在直播,http://43.138.170.29:35455/yy/1351844200
【爱靓】虎子鬼片,http://43.138.170.29:35455/yy/1356075628
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/uhd/cae_h264_delogo/1649341416749683469/mda-nd6k8tnavw6sj0a5.mp4
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/qhd/cae_h264_delogo/1649341416716222901/mda-nd6k8tnavw6sj0a5.mp4
变形金刚,https://vd3.bdstatic.com/mda-khb9j4g6c25biyqj/v1-cae/1080p/mda-khb9j4g6c25biyqj.mp4
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/1080p/cae_h264_delogo/1649341416696755483/mda-nd6k8tnavw6sj0a5.mp4
变形金刚,https://vd3.bdstatic.com/mda-nd6k8tnavw6sj0a5/720p/h264_delogo/1649341231263414752/mda-nd6k8tnavw6sj0a5.mp4
三国演义,http://43.138.170.29:35455/yy/32788000
《神雕侠侣》黯然销魂,http://43.138.170.29:35455/yy/1394000563
的直播间,http://epg.112114.xyz/douyu/997925
的直播间,http://epg.112114.xyz/douyu/5960746
余zui,http://43.138.170.29:35455/yy/31809939
华语经典电影,http://43.138.170.29:35455/yy/1382779065
24小时循环播电视剧,http://43.138.170.29:35455/yy/53320802
小敏,http://43.138.170.29:35455/yy/1382736890
陈情令,http://43.138.170.29:35455/yy/1382745121
最可爱的人,https://vd4.bdstatic.com/mda-mivcuawuwzah4k5d/sc/cae_h264/1632993257064934585/mda-mivcuawuwzah4k5d.mp4
国内外惊悚恐怖片,http://43.138.170.29:35455/yy/1356075281
加勒比海盗系列,http://43.138.170.29:35455/yy/1382749914
院线动作大片,http://43.138.170.29:35455/yy/1382736900
动漫奥斯卡正在直播,http://43.138.170.29:35455/yy/1382626335
经典大片合集,http://43.138.170.29:35455/yy/1382749895
电影百团大战,http://43.138.170.29:35455/yy/1382736871
第一滴血全集,http://43.138.170.29:35455/yy/1354932355
热血抗日电影,http://43.138.170.29:35455/yy/1382749907
小甜甜 勇敢的心,http://43.138.170.29:35455/yy/1382658790
空谷幽兰,http://43.138.170.29:35455/yy/1382745182
福贵,http://43.138.170.29:35455/yy/1354926537
林正英鬼片 陪你惊悚,http://43.138.170.29:35455/yy/1356072278
澳门风云,http://43.138.170.29:35455/yy/1459243913
本山快乐营,http://43.138.170.29:35455/yy/1354933529
本山快乐营,http://43.138.170.29:35455/yy/1382736852
单挑荒野第一季,http://43.138.170.29:35455/yy/1354933535
法证先锋2,http://43.138.170.29:35455/yy/1382736870
血色浪漫,http://43.138.170.29:35455/yy/1354926676
宝莲灯前传,http://43.138.170.29:35455/yy/1354931631
黑冰,http://43.138.170.29:35455/yy/1354932427
小沈阳春晚小品,http://43.138.170.29:35455/yy/1382749941
战争 二战 《狙击电影》,http://43.138.170.29:35455/yy/1450828388
大进军全集：红色系列电影,http://43.138.170.29:35455/yy/1382745083
洪金宝福星系列,http://43.138.170.29:35455/yy/1354924839
影视剧场,http://43.138.170.29:35455/yy/1355260855
公主嫁到,http://43.138.170.29:35455/yy/1382736915
木乃伊全集,http://43.138.170.29:35455/yy/1354889024
本山快乐营1,http://43.138.170.29:35455/yy/1354936209
【电视剧】天下第一,http://43.138.170.29:35455/yy/1354780649
香港院线大片-最新,http://43.138.170.29:35455/yy/1354936242
奇缘39262港台影院,http://43.138.170.29:35455/yy/1354889234
逋鞠盗 -国产喜剧,http://43.138.170.29:35455/yy/1382736856
惊天大瓜,http://43.138.170.29:35455/yy/1353327982
神秘探险热播电视剧,http://43.138.170.29:35455/yy/1355336008
天下第一,http://43.138.170.29:35455/yy/1355554637
天下第一,http://43.138.170.29:35455/yy/1382736838
怀旧好电影,http://43.138.170.29:35455/yy/1382627144
粟裕大将-影视,http://43.138.170.29:35455/yy/1354926542
逐梦传媒-007 正在直播,http://43.138.170.29:35455/yy/1456685522
特种兵归来-国产电影,http://43.138.170.29:35455/yy/1382735581
法证先锋Ⅲ,http://43.138.170.29:35455/yy/1382736802
新白娘子传奇-女神赵雅芝,http://43.138.170.29:35455/yy/1354930969
传奇英雄,http://43.138.170.29:35455/yy/1382735578
勇敢的心,http://43.138.170.29:35455/yy/1354792480
精彩动作电影享不停,http://43.138.170.29:35455/yy/1382736809
憨豆先生-经典喜剧,http://43.138.170.29:35455/yy/1354936239
赵家班电视剧,http://43.138.170.29:35455/yy/1382737099
X战警系列电影,http://43.138.170.29:35455/yy/1382736893
战争大片-国外电影,http://43.138.170.29:35455/yy/1382736857
热血战争巨作,http://43.138.170.29:35455/yy/1382745087
舌尖上的中国第2季,http://43.138.170.29:35455/yy/1354930943
俺娘田小草,http://43.138.170.29:35455/yy/1382741638
铭记历史-甲午大海战,http://43.138.170.29:35455/yy/1354936195
探秘中华美食,http://43.138.170.29:35455/yy/1354930954
临界婚姻,http://43.138.170.29:35455/yy/1354932365
临界婚姻,http://43.138.170.29:35455/yy/1354932365
经典动作电影,http://43.138.170.29:35455/yy/1370293254
经典动作电影,http://43.138.170.29:35455/yy/1370293254
狂飙,https://vd2.bdstatic.com/mda-pb6egs1yutchak0p/720p/h264/1675764934723588488/mda-pb6egs1yutchak0p.mp4
河山,http://43.138.170.29:35455/yy/1382749952
河山,http://43.138.170.29:35455/yy/1382749952
军旅电视剧,http://43.138.170.29:35455/yy/1352575322
军旅电视剧,http://43.138.170.29:35455/yy/1352575322
精彩玄幻电影,http://43.138.170.29:35455/yy/1382688400
远去的飞鹰-影视剧,http://43.138.170.29:35455/yy/1354930912
发哥系列,http://43.138.170.29:35455/yy/1354888733
哈利波特全集,http://43.138.170.29:35455/yy/1382745105
经典抗日电影,http://43.138.170.29:35455/yy/1354936141
国内战争电影,http://43.138.170.29:35455/yy/1382736865
剩女李夏天的求爱之路,http://43.138.170.29:35455/yy/1382749910
九亿少女的噩梦,http://43.138.170.29:35455/yy/1354921392
欢乐集结号3,http://43.138.170.29:35455/yy/1382736822
魔幻手机,http://43.138.170.29:35455/yy/1382735544
成龙系列,http://43.138.170.29:35455/yy/1354888751
探案！探案！,http://43.138.170.29:35455/yy/1382829413
战狼3,http://43.138.170.29:35455/yy/1355913027
小戏骨黄飞鸿,http://43.138.170.29:35455/yy/1354936181
国外黑色喜剧：冷幽默小剧场,http://43.138.170.29:35455/yy/1382745175
请回答1988,http://43.138.170.29:35455/yy/1354932362
金庸武侠系列,http://43.138.170.29:35455/yy/40959929
超级英雄系列电影,http://43.138.170.29:35455/yy/1382736863
国威影院 仙侠系列,http://43.138.170.29:35455/yy/1354866665
人生必看的科幻片,http://43.138.170.29:35455/yy/1382745114
国内战争大片合集,http://43.138.170.29:35455/yy/1382749950
红楼梦1987经典版,http://43.138.170.29:35455/yy/1382745084
正阳门下小女人,http://43.138.170.29:35455/yy/1508778570
大汉贤后卫子夫,http://43.138.170.29:35455/yy/1382735569
怀旧小品,http://43.138.170.29:35455/yy/1382736821
国外动作大片,http://43.138.170.29:35455/yy/1382735540
【科幻】超炫特效,http://43.138.170.29:35455/yy/37988782
体验另一种生活！,http://43.138.170.29:35455/yy/1354936229
超精彩武打场景,http://43.138.170.29:35455/yy/1354936131
国产大片电影,http://43.138.170.29:35455/yy/1354926655
超精彩！系列动作电影,http://43.138.170.29:35455/yy/1382745096
第8号当铺,http://43.138.170.29:35455/yy/1382736905
热血战争片,http://43.138.170.29:35455/yy/1354932409
大汉天子S1,http://43.138.170.29:35455/yy/1382749902
百家讲坛-红楼梦篇,http://43.138.170.29:35455/yy/1382741639
战狼10086,http://43.138.170.29:35455/yy/1382773686
漫威十年老粉福利来了,http://43.138.170.29:35455/yy/1354930233
洪大哥系列,http://43.138.170.29:35455/yy/1354888743
鬼片 恐怖片超好看,http://43.138.170.29:35455/yy/1382780025
名媛望族-精彩港剧,http://43.138.170.29:35455/yy/1354932431
战狼7吴京退役,http://43.138.170.29:35455/yy/1382773714
仙剑奇侠传-神仙姐姐驾到,http://43.138.170.29:35455/yy/1382749903
灌篮高手,http://43.138.170.29:35455/yy/1382735626
春晚小品,http://43.138.170.29:35455/yy/1382773708
春晚小品,http://43.138.170.29:35455/yy/1382773706
春晚小品,http://43.138.170.29:35455/yy/1382773711
春晚小品,http://43.138.170.29:35455/yy/1382773715
春晚小品,http://43.138.170.29:35455/yy/1382773705
春晚小品,http://43.138.170.29:35455/yy/1394000564
大汉天子S3,http://43.138.170.29:35455/yy/1382736810
超炫科幻大片,http://43.138.170.29:35455/yy/1382736840
钟馗传说,http://43.138.170.29:35455/yy/1382736839
上海滩,https://txmov2.a.kwimgs.com/upic/2021/12/28/15/BMjAyMTEyMjgxNTAwMjZfNDAzMDAxOTlfNjM2NzkwMDAxMTNfMF8z_b_Bcc430667a27fbeb6e41a7c69291fab1f.mp4
上海滩,https://vdse.bdstatic.com//f9cda7e70273c267b61a3d0c969d2033.mp4
上海滩,https://txmov2.a.kwimgs.com/upic/2021/02/22/22/BMjAyMTAyMjIyMjU2NDFfMTI0MzE0NjMyOF80NDg1MDgzMTY5NF8yXzM=_b_B35aa4e9376173041991a9a379ff4ac56.mp4
冕加电影院 正在直播,http://43.138.170.29:35455/yy/1339157813
金三角大营救,http://43.138.170.29:35455/yy/1354930924
卖拐 范伟,http://43.138.170.29:35455/yy/1382773719
最后的狮子-探险纪录片,http://43.138.170.29:35455/yy/1382735577
鹿鼎记,https://vd3.bdstatic.com/mda-nab141bggfmp1917/sc/cae_h264_delogo/1641948721008742512/mda-nab141bggfmp1917.mp4
鹿鼎记,https://hnzy.bfvvs.com/play/PdyrY6eQ/index.m3u8
生逢灿烂的日子,http://43.138.170.29:35455/yy/1382745085
经典影视剧大家一起看,http://43.138.170.29:35455/yy/1355742336
风靡全球的谍战片,http://43.138.170.29:35455/yy/1382736817
丛林敢死队-国内电影,http://43.138.170.29:35455/yy/1354936214
非诚勿扰,http://43.138.170.29:35455/yy/1382735583
非诚勿扰,http://43.138.170.29:35455/yy/1382745106
非诚勿扰,http://43.138.170.29:35455/yy/1382745100
熊出没之探险日记S1-国漫,http://43.138.170.29:35455/yy/1354930977
岳云鹏宋小宝也来演电影了？,http://43.138.170.29:35455/yy/1354926612
【聚星】菊瓜娃,http://43.138.170.29:35455/yy/1382773718
无敌县令,http://43.138.170.29:35455/yy/1354932390
历年春晚小品合集,http://43.138.170.29:35455/yy/1382773717
历年春晚小品合集,http://43.138.170.29:35455/yy/1355555484
历年春晚小品合集,http://43.138.170.29:35455/yy/1382773716
重生之超级赛亚人,http://43.138.170.29:35455/yy/1354936124
国内动作片,http://43.138.170.29:35455/yy/1382735561
好先生,http://43.138.170.29:35455/yy/29067617
鹿鼎记-陈小春版,http://43.138.170.29:35455/yy/1382736920
动作大片,http://43.138.170.29:35455/yy/1354930816
动作大片,http://43.138.170.29:35455/yy/1354888739
动作大片,http://43.138.170.29:35455/yy/1354930887
末日系列-外国电影合集,http://43.138.170.29:35455/yy/1354889019
【聚星】小猴子,http://43.138.170.29:35455/yy/1382773710
24小时播放电视剧,http://43.138.170.29:35455/yy/1354127609
密子君,http://43.138.170.29:35455/yy/1382736717
一分钟学道菜,http://43.138.170.29:35455/yy/1382736901
水浒传梁山好汉,http://43.138.170.29:35455/yy/1382832087
[ 经典] 鹿鼎记,http://43.138.170.29:35455/yy/1355526531
中国第一神探-狄仁杰,http://43.138.170.29:35455/yy/1354932438
科幻大片,http://43.138.170.29:35455/yy/1382745181
来看修牛蹄,http://43.138.170.29:35455/yy/1382749887
大太监-tvb经典古装,http://43.138.170.29:35455/yy/1382736886
花儿开心吧-小品,http://43.138.170.29:35455/yy/1382736917
雪儿动漫,http://43.138.170.29:35455/yy/1354143938
科幻片：来看神奇的地球,http://43.138.170.29:35455/yy/1354930897
降服魔女的手段-泰剧,http://43.138.170.29:35455/yy/1354932405
欢乐一起看,http://43.138.170.29:35455/yy/1354930926
你不知道的黄河故事,http://43.138.170.29:35455/yy/1382745189
忠烈杨家将,http://43.138.170.29:35455/yy/1382749909
小米粒Mili,http://43.138.170.29:35455/yy/1382736842
国产喜剧,http://43.138.170.29:35455/yy/1382735584
风味原产地潮汕,http://43.138.170.29:35455/yy/1382745178
雷神系列,http://43.138.170.29:35455/yy/1354932441
穿越时空的爱恋,http://43.138.170.29:35455/yy/1382735567
买车前看一看 不然血亏,http://43.138.170.29:35455/yy/1349602814
十大经典港剧之《大时代》,http://43.138.170.29:35455/yy/1354930891
战争大片,http://43.138.170.29:35455/yy/1382735556
战争大片,http://43.138.170.29:35455/yy/1382736819
战争大片,http://43.138.170.29:35455/yy/1382736798
三国演义【1994】,http://43.138.170.29:35455/yy/1354930932
深海利剑,http://43.138.170.29:35455/yy/1382736906
国外侦探电影,http://43.138.170.29:35455/yy/1382745099
谈判专家,http://43.138.170.29:35455/yy/1382735560
馋哭了！川味来袭,http://43.138.170.29:35455/yy/1382736913
欢乐集结号4,http://43.138.170.29:35455/yy/1382736889
巩汉林春晚小品合集,http://43.138.170.29:35455/yy/1354889035
热血动作电影,http://43.138.170.29:35455/yy/1382736804
珍珠港-电影,http://43.138.170.29:35455/yy/1354936234
学生兵,http://43.138.170.29:35455/yy/1354658003
高分动作大片-热血出击,http://43.138.170.29:35455/yy/1382736909
张译电视剧/电影,http://43.138.170.29:35455/yy/1355119593
田园生活,http://43.138.170.29:35455/yy/1382736898
快乐经典，小芸妹妹求电,http://43.138.170.29:35455/yy/1355911201
飞虎之潜行极战,http://43.138.170.29:35455/yy/1354932420
农家小菜,http://43.138.170.29:35455/yy/1382736894
来自星星的你,http://43.138.170.29:35455/yy/1354930976
高分科幻动作片,http://43.138.170.29:35455/yy/1382749948
外国科幻大片,http://43.138.170.29:35455/yy/1382747628
国内科幻片,http://43.138.170.29:35455/yy/1382745110
神厨小福贵,http://43.138.170.29:35455/yy/1382736860
小宝让你乐翻天：6到9集,http://43.138.170.29:35455/yy/1354930971
动物世界-领略原始野性,http://43.138.170.29:35455/yy/1382743138
欢天喜地七仙女,http://43.138.170.29:35455/yy/1382735553
国外高分大片,http://43.138.170.29:35455/yy/1382736867
缉妖法海传-国内电影,http://43.138.170.29:35455/yy/1354936203
超燃科幻大片：明日边缘,http://43.138.170.29:35455/yy/1382736835
24小时观影,http://43.138.170.29:35455/yy/32867379
金玉满堂：精彩港剧,http://43.138.170.29:35455/yy/1382736881
超英集结,http://43.138.170.29:35455/yy/1382745091
宇宙护卫队--国漫,http://43.138.170.29:35455/yy/1382736837
战火中的故事,http://43.138.170.29:35455/yy/1382735625
飓风营救,http://43.138.170.29:35455/yy/1382735547
欢乐集结号2,http://43.138.170.29:35455/yy/1354930919
小鬼当家-童年回忆,http://43.138.170.29:35455/yy/1382745104
欢乐集结号58-70,http://43.138.170.29:35455/yy/1382745119
超燃动作大片,http://43.138.170.29:35455/yy/1382749940
张国荣与周润发的兄弟情,http://43.138.170.29:35455/yy/1354930961
编辑部的故事,http://43.138.170.29:35455/yy/1354936120
科幻电影,http://www.51romzj.love:35455/huya/11602034
蔡明春晚小品,http://43.138.170.29:35455/yy/1354936177
动物世界,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8
经典二战,http://43.138.170.29:35455/yy/1354936238
喜剧闹翻天,http://43.138.170.29:35455/yy/1382735548
国产喜剧大片,http://43.138.170.29:35455/yy/1382745113
我的父亲我的兵,http://43.138.170.29:35455/yy/1353413714
野性欧洲,http://43.138.170.29:35455/yy/1354926622
古装喜剧合集，还能玩起穿越？！,http://43.138.170.29:35455/yy/1382749905
天龙八部（国语版）,http://43.138.170.29:35455/yy/1382736855
大汉天子S2,http://43.138.170.29:35455/yy/1382736807
地球上的地狱,http://43.138.170.29:35455/yy/1382736918
热血动作片合集,http://43.138.170.29:35455/yy/1382735627
精彩动作电影,http://43.138.170.29:35455/yy/1382736823
通天狄仁杰,http://43.138.170.29:35455/yy/1382749906
法外风云,http://43.138.170.29:35455/yy/1382736805
脑洞大开的精彩科幻片,http://43.138.170.29:35455/yy/1382736723
金星脱口秀：我敢说你敢听吗,http://43.138.170.29:35455/yy/1382735552
缺宅男女,http://43.138.170.29:35455/yy/1354930937
国内科幻片来袭,http://43.138.170.29:35455/yy/1354930821
飞虎之雷霆极战,http://43.138.170.29:35455/yy/1382736869
国内科幻电影集合,http://43.138.170.29:35455/yy/1354936221
拆弹专家-刘德华,http://43.138.170.29:35455/yy/1382745111
大江大河-高分影视推荐,http://43.138.170.29:35455/yy/1382736806
粉红女郎,http://43.138.170.29:35455/yy/1354888671
老广的味道 第3季-美食纪录片,http://43.138.170.29:35455/yy/1382735565
新世界,http://43.138.170.29:35455/yy/1382736850
超激烈的猎食场面,http://43.138.170.29:35455/yy/1382749898
从“地瓜嫂”到“杀猪婆”的坚强人生,http://43.138.170.29:35455/yy/1354658062
9.8分！这部纪录片封神了,http://43.138.170.29:35455/yy/1382736825
迷,https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4
迷,https://vd2.bdstatic.com/mda-pbg468ytgu89qv8d/1080p/cae_h264/1676604708196538289/mda-pbg468ytgu89qv8d.mp4
迷,https://vd2.bdstatic.com/mda-nh41d4ezecr5va6j/sc/cae_h264/1659671745720883173/mda-nh41d4ezecr5va6j.mp4
迷,http://epg.112114.xyz/douyu/4505431
迷,http://em.21dtv.com/songs/60019402.mkv
迷,http://play-radio-stream3.hndt.com/now/WBhgSD3A/playlist.m3u8
迷,https://epg.pw/stream/d1344a6fab49803eb550f0f3c18efa802a3c0a46991358f21ae91f677c23ddfd.m3u8
迷,https://vd4.bdstatic.com/mda-mdsa3afda7q5r2x5/sc/cae_h264/1619507698/mda-mdsa3afda7q5r2x5.mp4
迷,https://vd3.bdstatic.com/mda-mh4c7hv80e3jndyd/sc/cae_h264/1628153492318188796/mda-mh4c7hv80e3jndyd.mp4
国外院线动作大片,http://43.138.170.29:35455/yy/1382735570
经典搞笑影片,http://43.138.170.29:35455/yy/1382749878
香港动作大片,http://43.138.170.29:35455/yy/1382736816
流金岁月-经典港剧,http://43.138.170.29:35455/yy/1382736891
国内动作大片,http://43.138.170.29:35455/yy/1382749917
原始人大挑战,http://43.138.170.29:35455/yy/1382736884
三个女人一个因,http://43.138.170.29:35455/yy/1382749953
外国战争大片,http://43.138.170.29:35455/yy/1382736872
致敬星爷致敬经典,http://43.138.170.29:35455/yy/1354889048
影视娱乐剧场,http://43.138.170.29:35455/yy/1354748830
红色经典影视剧-风语,http://43.138.170.29:35455/yy/1354926671
家有九凤-影视剧,http://43.138.170.29:35455/yy/1354930894
舌尖上的中国第一季,http://43.138.170.29:35455/yy/1354930952
回家的诱惑,http://43.138.170.29:35455/yy/1354658043
国产动作电影,http://43.138.170.29:35455/yy/1382736858
蓝色星球-自然-纪录片,http://43.138.170.29:35455/yy/1354930936
机械战警1-3,http://43.138.170.29:35455/yy/1382736854
国外侦探,http://43.138.170.29:35455/yy/1382736896
喜剧电影合集,http://43.138.170.29:35455/yy/1354926637
大唐双龙传,http://43.138.170.29:35455/yy/1354930979
了不起的萝莉小玲,http://43.138.170.29:35455/yy/1382736799
渴望,http://43.138.170.29:35455/yy/1354930963
《一剑开天门》,http://43.138.170.29:35455/yy/34313906
老司机带你开眼界,http://43.138.170.29:35455/yy/1349538007
小生物的故事,http://43.138.170.29:35455/yy/1382736834
欢乐颂,http://43.138.170.29:35455/yy/1382735624
憨豆先生,http://43.138.170.29:35455/yy/1354930189
萌鸡小队S1-国漫,http://43.138.170.29:35455/yy/1382736904
热播喜剧,http://43.138.170.29:35455/yy/1354936169
小小飞虎队,http://43.138.170.29:35455/yy/1382749888
魔域桃源-刘德华主演,http://43.138.170.29:35455/yy/1382749904
妖神记之黑狱篇,http://43.138.170.29:35455/yy/1382745173
【请进来观看】,http://43.138.170.29:35455/yy/37033366
娘亲舅大,http://43.138.170.29:35455/yy/1354932360
吐槽大会 第2季,http://43.138.170.29:35455/yy/1354936145
本山快乐营2,http://43.138.170.29:35455/yy/1382736718
金星脱口秀-敢说会道,http://43.138.170.29:35455/yy/1354932407
赶海新发现,http://43.138.170.29:35455/yy/1382749912
攻壳机动队,http://43.138.170.29:35455/yy/1382745089
国外动作片,http://43.138.170.29:35455/yy/1382749913
开心俱乐部,http://43.138.170.29:35455/yy/1382735541
大江大河2-高分影视推荐,http://43.138.170.29:35455/yy/1382736797
漫威超级英雄系列,http://43.138.170.29:35455/yy/1354932402
